OverallQual;YearBuilt;ExterQual;BsmtQual;TotalBsmtSF;GrLivArea;FullBath;KitchenQual;GarageCars;OverallGrade
7.0;1931.0;3.0;4.0;776.0;1502.0;1.0;3.0;1.0;42.0
6.0;1948.0;3.0;3.0;912.0;1458.0;1.0;3.0;1.0;30.0
5.0;1964.0;3.0;3.0;1486.0;1486.0;1.0;3.0;2.0;35.0
7.0;1976.0;3.0;4.0;793.0;1935.0;2.0;3.0;2.0;49.0
8.0;1994.0;4.0;4.0;1629.0;2448.0;2.0;4.0;3.0;56.0
6.0;1968.0;3.0;2.0;1392.0;1392.0;1.0;3.0;2.0;18.0
4.0;1972.0;3.0;4.0;1138.0;1181.0;2.0;3.0;2.0;20.0
8.0;2005.0;4.0;5.0;2077.0;2097.0;1.0;5.0;3.0;40.0
8.0;2000.0;4.0;4.0;1406.0;1936.0;2.0;4.0;2.0;40.0
6.0;1965.0;3.0;4.0;1021.0;2380.0;2.0;3.0;2.0;30.0
6.0;1994.0;3.0;4.0;1408.0;1679.0;2.0;4.0;2.0;30.0
5.0;1956.0;3.0;3.0;1188.0;1437.0;1.0;3.0;2.0;30.0
4.0;1922.0;3.0;2.0;700.0;1180.0;1.0;2.0;1.0;20.0
6.0;2005.0;4.0;4.0;738.0;1476.0;2.0;4.0;2.0;30.0
6.0;1925.0;3.0;3.0;672.0;1369.0;2.0;3.0;1.0;36.0
6.0;1977.0;4.0;4.0;1208.0;1208.0;1.0;3.0;2.0;36.0
6.0;1957.0;3.0;3.0;1477.0;1839.0;2.0;4.0;2.0;42.0
6.0;1965.0;3.0;3.0;1136.0;1136.0;1.0;3.0;1.0;36.0
6.0;1978.0;3.0;3.0;855.0;1441.0;2.0;3.0;2.0;36.0
4.0;1900.0;3.0;3.0;1095.0;1774.0;2.0;3.0;3.0;8.0
5.0;1924.0;4.0;3.0;768.0;792.0;1.0;4.0;1.0;40.0
8.0;2008.0;4.0;5.0;2046.0;2046.0;2.0;4.0;3.0;40.0
5.0;1961.0;3.0;3.0;988.0;988.0;1.0;3.0;2.0;25.0
6.0;1980.0;3.0;4.0;923.0;923.0;2.0;3.0;1.0;30.0
5.0;1932.0;3.0;3.0;793.0;1520.0;1.0;3.0;1.0;25.0
6.0;1996.0;3.0;4.0;1291.0;1291.0;1.0;4.0;2.0;30.0
9.0;2002.0;4.0;4.0;1626.0;1668.0;2.0;4.0;3.0;45.0
7.0;1998.0;4.0;4.0;1195.0;1839.0;2.0;3.0;2.0;35.0
7.0;1984.0;4.0;4.0;1190.0;2090.0;2.0;4.0;2.0;35.0
7.0;2007.0;4.0;4.0;874.0;1761.0;3.0;4.0;2.0;42.0
7.0;2004.0;4.0;4.0;551.0;1102.0;2.0;4.0;2.0;35.0
8.0;2007.0;4.0;4.0;1419.0;1419.0;2.0;4.0;2.0;48.0
6.0;2005.0;4.0;4.0;1362.0;1362.0;2.0;4.0;2.0;30.0
6.0;2004.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
10.0;1994.0;5.0;5.0;2444.0;4316.0;3.0;5.0;3.0;60.0
7.0;1989.0;4.0;4.0;1210.0;2519.0;2.0;4.0;2.0;35.0
5.0;1921.0;3.0;3.0;1073.0;1073.0;1.0;3.0;1.0;30.0
5.0;1936.0;3.0;3.0;927.0;1539.0;1.0;3.0;2.0;30.0
6.0;1987.0;3.0;4.0;1112.0;1137.0;2.0;4.0;2.0;36.0
5.0;1921.0;3.0;3.0;616.0;616.0;1.0;3.0;1.0;35.0
5.0;1952.0;3.0;5.0;980.0;1148.0;1.0;3.0;1.0;35.0
5.0;1965.0;3.0;3.0;894.0;894.0;1.0;3.0;1.0;40.0
7.0;2004.0;4.0;4.0;1391.0;1391.0;2.0;4.0;2.0;35.0
8.0;2002.0;4.0;5.0;1800.0;1800.0;2.0;4.0;3.0;40.0
7.0;1969.0;3.0;3.0;1164.0;1164.0;1.0;3.0;2.0;35.0
8.0;2006.0;5.0;5.0;1234.0;2576.0;2.0;5.0;3.0;40.0
5.0;1900.0;3.0;4.0;360.0;1812.0;2.0;4.0;2.0;45.0
7.0;2004.0;4.0;4.0;1473.0;1484.0;2.0;4.0;2.0;35.0
4.0;1930.0;2.0;0.0;0.0;1092.0;2.0;2.0;0.0;20.0
7.0;1971.0;3.0;4.0;1643.0;1824.0;2.0;4.0;2.0;35.0
8.0;2006.0;4.0;4.0;1324.0;1324.0;2.0;4.0;2.0;40.0
7.0;2007.0;4.0;4.0;728.0;1456.0;2.0;4.0;2.0;35.0
5.0;1966.0;3.0;3.0;876.0;904.0;1.0;3.0;1.0;35.0
3.0;1935.0;4.0;3.0;270.0;729.0;1.0;3.0;0.0;18.0
4.0;1900.0;3.0;3.0;859.0;1178.0;1.0;3.0;1.0;28.0
8.0;1988.0;4.0;4.0;1228.0;1228.0;2.0;4.0;2.0;40.0
4.0;1970.0;3.0;3.0;960.0;960.0;1.0;3.0;2.0;20.0
6.0;1976.0;4.0;3.0;725.0;1479.0;2.0;4.0;2.0;48.0
6.0;1974.0;3.0;4.0;1064.0;1350.0;2.0;3.0;2.0;30.0
7.0;1890.0;3.0;3.0;718.0;2554.0;1.0;3.0;2.0;56.0
5.0;1973.0;3.0;4.0;1176.0;1178.0;1.0;4.0;2.0;30.0
7.0;1993.0;4.0;4.0;1311.0;2418.0;2.0;4.0;3.0;35.0
5.0;1969.0;3.0;4.0;971.0;971.0;1.0;3.0;1.0;30.0
8.0;1985.0;4.0;4.0;1742.0;1742.0;2.0;4.0;2.0;40.0
6.0;2004.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
4.0;1970.0;3.0;3.0;864.0;864.0;1.0;3.0;2.0;28.0
4.0;1954.0;3.0;3.0;941.0;1470.0;2.0;3.0;1.0;24.0
9.0;2007.0;5.0;5.0;1698.0;1698.0;2.0;5.0;3.0;45.0
4.0;1970.0;3.0;3.0;864.0;864.0;1.0;4.0;2.0;24.0
6.0;1988.0;4.0;4.0;880.0;1680.0;2.0;4.0;2.0;54.0
7.0;2007.0;4.0;4.0;1232.0;1232.0;2.0;4.0;2.0;35.0
5.0;1958.0;3.0;3.0;1584.0;1776.0;2.0;3.0;3.0;25.0
4.0;1925.0;3.0;3.0;780.0;1208.0;1.0;3.0;2.0;20.0
8.0;1995.0;4.0;4.0;1595.0;1616.0;2.0;4.0;2.0;40.0
7.0;2003.0;4.0;5.0;868.0;1146.0;2.0;4.0;2.0;35.0
7.0;1998.0;4.0;4.0;1153.0;2031.0;2.0;4.0;2.0;35.0
5.0;1961.0;3.0;3.0;864.0;1144.0;1.0;3.0;1.0;30.0
5.0;1968.0;3.0;3.0;948.0;948.0;1.0;3.0;1.0;25.0
7.0;1914.0;3.0;4.0;880.0;1768.0;1.0;3.0;2.0;49.0
3.0;1950.0;3.0;0.0;0.0;1040.0;2.0;3.0;2.0;12.0
8.0;2005.0;4.0;4.0;893.0;1801.0;2.0;4.0;3.0;40.0
5.0;1987.0;3.0;4.0;1200.0;1200.0;3.0;3.0;0.0;25.0
7.0;2004.0;4.0;4.0;864.0;1728.0;2.0;4.0;2.0;35.0
5.0;1910.0;3.0;2.0;264.0;1432.0;2.0;3.0;2.0;35.0
6.0;1961.0;3.0;3.0;912.0;912.0;1.0;4.0;1.0;48.0
7.0;2000.0;3.0;4.0;1349.0;1349.0;2.0;3.0;2.0;35.0
5.0;1963.0;3.0;4.0;520.0;1464.0;2.0;3.0;2.0;30.0
8.0;1993.0;4.0;4.0;1337.0;1337.0;2.0;4.0;2.0;40.0
8.0;1976.0;5.0;3.0;1142.0;2715.0;3.0;4.0;2.0;72.0
7.0;2000.0;4.0;4.0;952.0;2256.0;2.0;4.0;2.0;35.0
7.0;1880.0;4.0;3.0;1240.0;2640.0;1.0;4.0;4.0;49.0
7.0;1996.0;4.0;4.0;1720.0;1720.0;2.0;4.0;2.0;35.0
4.0;1945.0;3.0;0.0;0.0;1529.0;2.0;3.0;1.0;12.0
4.0;1910.0;3.0;3.0;576.0;1140.0;1.0;3.0;0.0;28.0
7.0;2003.0;4.0;4.0;660.0;1320.0;2.0;4.0;2.0;35.0
6.0;1997.0;3.0;4.0;1479.0;1494.0;2.0;4.0;2.0;30.0
8.0;2005.0;4.0;4.0;1030.0;2098.0;2.0;5.0;3.0;40.0
6.0;1969.0;3.0;3.0;1026.0;1026.0;1.0;4.0;2.0;48.0
6.0;1999.0;3.0;4.0;729.0;1471.0;2.0;3.0;2.0;30.0
8.0;2007.0;4.0;4.0;866.0;1768.0;2.0;4.0;2.0;40.0
6.0;1978.0;3.0;3.0;672.0;1386.0;2.0;3.0;2.0;30.0
7.0;1999.0;3.0;4.0;744.0;1501.0;2.0;3.0;2.0;35.0
8.0;1995.0;4.0;4.0;1318.0;2531.0;2.0;4.0;3.0;40.0
6.0;1959.0;3.0;3.0;864.0;864.0;1.0;3.0;1.0;36.0
5.0;1924.0;3.0;3.0;1145.0;1301.0;1.0;2.0;2.0;25.0
7.0;2009.0;3.0;4.0;756.0;1547.0;2.0;4.0;2.0;35.0
8.0;1999.0;4.0;4.0;1252.0;2365.0;2.0;4.0;3.0;40.0
8.0;1995.0;4.0;4.0;1494.0;1494.0;1.0;5.0;2.0;40.0
9.0;2008.0;4.0;4.0;1498.0;1506.0;2.0;5.0;2.0;45.0
7.0;1988.0;3.0;4.0;980.0;1714.0;2.0;3.0;2.0;35.0
6.0;1940.0;3.0;4.0;983.0;1750.0;2.0;3.0;1.0;42.0
7.0;2004.0;4.0;4.0;1860.0;1836.0;2.0;4.0;2.0;35.0
8.0;2003.0;5.0;4.0;1650.0;3279.0;3.0;5.0;3.0;40.0
5.0;1982.0;3.0;4.0;858.0;858.0;1.0;3.0;2.0;25.0
4.0;1951.0;3.0;2.0;836.0;1220.0;1.0;3.0;2.0;20.0
6.0;1976.0;3.0;3.0;1029.0;1117.0;1.0;3.0;2.0;30.0
5.0;1958.0;3.0;3.0;912.0;912.0;1.0;3.0;1.0;25.0
8.0;2006.0;4.0;4.0;1935.0;1973.0;2.0;4.0;3.0;40.0
6.0;1998.0;3.0;5.0;1204.0;1204.0;2.0;3.0;2.0;30.0
7.0;2005.0;4.0;4.0;1614.0;1614.0;2.0;4.0;3.0;35.0
5.0;1974.0;3.0;3.0;864.0;894.0;1.0;3.0;2.0;25.0
5.0;1977.0;3.0;0.0;0.0;2020.0;2.0;3.0;2.0;25.0
6.0;1977.0;3.0;4.0;975.0;1004.0;1.0;3.0;2.0;30.0
7.0;1995.0;3.0;4.0;1237.0;1253.0;2.0;3.0;2.0;35.0
6.0;1992.0;4.0;4.0;761.0;1603.0;2.0;4.0;2.0;30.0
7.0;2001.0;4.0;4.0;1413.0;1430.0;2.0;4.0;2.0;35.0
5.0;1978.0;3.0;4.0;1097.0;1110.0;1.0;4.0;2.0;30.0
6.0;1914.0;3.0;3.0;742.0;1484.0;2.0;3.0;0.0;36.0
6.0;1967.0;3.0;3.0;1372.0;1342.0;2.0;3.0;2.0;30.0
5.0;1915.0;3.0;2.0;686.0;1652.0;2.0;3.0;1.0;30.0
7.0;2004.0;4.0;4.0;956.0;2084.0;2.0;4.0;2.0;35.0
4.0;1954.0;3.0;3.0;901.0;901.0;1.0;3.0;1.0;28.0
6.0;1966.0;3.0;3.0;832.0;2087.0;2.0;4.0;2.0;48.0
7.0;2005.0;4.0;4.0;1145.0;1145.0;2.0;4.0;2.0;35.0
6.0;1976.0;3.0;4.0;1029.0;1062.0;1.0;3.0;2.0;30.0
7.0;1996.0;4.0;4.0;1117.0;2013.0;2.0;3.0;2.0;35.0
8.0;2007.0;4.0;4.0;1496.0;1496.0;2.0;4.0;2.0;40.0
7.0;1994.0;4.0;4.0;712.0;1895.0;2.0;4.0;2.0;35.0
6.0;1980.0;3.0;4.0;650.0;1564.0;2.0;3.0;2.0;36.0
6.0;1977.0;3.0;3.0;660.0;1285.0;1.0;3.0;2.0;30.0
5.0;1953.0;3.0;3.0;773.0;773.0;1.0;3.0;1.0;25.0
9.0;2008.0;5.0;5.0;1926.0;3140.0;3.0;5.0;3.0;45.0
5.0;1937.0;3.0;4.0;731.0;1768.0;1.0;4.0;1.0;35.0
6.0;1997.0;3.0;4.0;616.0;1688.0;2.0;4.0;2.0;30.0
4.0;1916.0;3.0;3.0;1196.0;1196.0;1.0;3.0;2.0;28.0
7.0;2005.0;4.0;4.0;728.0;1456.0;2.0;4.0;2.0;35.0
9.0;2008.0;5.0;5.0;1734.0;2822.0;3.0;5.0;3.0;45.0
5.0;1954.0;3.0;3.0;936.0;1128.0;1.0;3.0;1.0;25.0
7.0;2008.0;4.0;4.0;1417.0;1428.0;2.0;5.0;2.0;35.0
5.0;1967.0;3.0;3.0;980.0;980.0;2.0;3.0;1.0;25.0
5.0;1923.0;3.0;3.0;1324.0;1576.0;1.0;4.0;2.0;30.0
5.0;1966.0;3.0;3.0;1024.0;1086.0;1.0;3.0;2.0;25.0
5.0;1898.0;3.0;3.0;849.0;2138.0;2.0;3.0;2.0;25.0
6.0;1974.0;3.0;3.0;1040.0;1309.0;1.0;4.0;2.0;36.0
6.0;2004.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
5.0;1952.0;2.0;3.0;540.0;1044.0;1.0;2.0;2.0;25.0
6.0;1958.0;3.0;3.0;1442.0;1442.0;1.0;3.0;1.0;36.0
5.0;1918.0;3.0;3.0;686.0;1250.0;1.0;2.0;1.0;35.0
7.0;1998.0;3.0;4.0;1649.0;1661.0;2.0;4.0;2.0;35.0
5.0;1954.0;3.0;3.0;1008.0;1008.0;1.0;3.0;1.0;30.0
8.0;2002.0;4.0;4.0;1568.0;1689.0;2.0;4.0;3.0;40.0
6.0;1971.0;3.0;3.0;1010.0;1052.0;1.0;3.0;2.0;42.0
7.0;2009.0;4.0;4.0;1358.0;1358.0;2.0;4.0;2.0;35.0
7.0;2003.0;4.0;4.0;798.0;1640.0;2.0;4.0;2.0;35.0
4.0;1953.0;2.0;2.0;936.0;936.0;1.0;3.0;2.0;16.0
7.0;2003.0;4.0;4.0;847.0;1733.0;2.0;4.0;2.0;35.0
6.0;1940.0;3.0;3.0;778.0;1489.0;2.0;3.0;1.0;42.0
8.0;2006.0;4.0;4.0;1489.0;1489.0;2.0;4.0;2.0;40.0
10.0;2007.0;5.0;5.0;2078.0;2084.0;2.0;5.0;3.0;50.0
5.0;1924.0;3.0;3.0;784.0;784.0;1.0;4.0;0.0;30.0
7.0;2001.0;4.0;4.0;1454.0;1434.0;2.0;4.0;2.0;35.0
5.0;1967.0;3.0;3.0;1013.0;2126.0;2.0;3.0;2.0;25.0
7.0;2005.0;4.0;4.0;600.0;1223.0;2.0;4.0;2.0;35.0
6.0;1957.0;3.0;3.0;1392.0;1392.0;1.0;3.0;2.0;30.0
7.0;2005.0;3.0;4.0;600.0;1200.0;2.0;4.0;2.0;35.0
7.0;2003.0;4.0;4.0;941.0;1829.0;2.0;4.0;2.0;42.0
6.0;1964.0;3.0;3.0;1516.0;1516.0;1.0;3.0;2.0;36.0
5.0;1961.0;3.0;3.0;1144.0;1144.0;1.0;3.0;2.0;30.0
4.0;1950.0;3.0;4.0;1067.0;1067.0;2.0;4.0;2.0;28.0
5.0;1948.0;3.0;3.0;1559.0;1559.0;1.0;3.0;2.0;30.0
6.0;1973.0;3.0;3.0;483.0;987.0;1.0;3.0;1.0;30.0
5.0;1995.0;3.0;4.0;1099.0;1099.0;1.0;4.0;1.0;30.0
5.0;1946.0;3.0;3.0;768.0;1200.0;1.0;3.0;1.0;30.0
6.0;1925.0;3.0;3.0;672.0;1482.0;2.0;2.0;1.0;48.0
5.0;1904.0;3.0;3.0;650.0;1539.0;2.0;4.0;2.0;40.0
6.0;1966.0;3.0;3.0;1127.0;1165.0;1.0;3.0;2.0;42.0
5.0;1961.0;3.0;3.0;1800.0;1800.0;2.0;3.0;0.0;20.0
5.0;1915.0;3.0;3.0;876.0;1416.0;1.0;3.0;3.0;40.0
5.0;1975.0;3.0;4.0;1390.0;1701.0;2.0;3.0;2.0;25.0
7.0;1993.0;4.0;4.0;740.0;1775.0;2.0;4.0;2.0;35.0
5.0;1972.0;3.0;3.0;864.0;864.0;1.0;3.0;1.0;30.0
6.0;1908.0;3.0;3.0;907.0;2358.0;3.0;3.0;2.0;48.0
6.0;1976.0;4.0;3.0;528.0;1855.0;2.0;3.0;2.0;42.0
6.0;2003.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
8.0;2003.0;4.0;4.0;1273.0;1456.0;2.0;4.0;2.0;40.0
7.0;1941.0;3.0;3.0;918.0;1646.0;2.0;3.0;1.0;35.0
6.0;1964.0;3.0;3.0;1127.0;1445.0;1.0;3.0;2.0;36.0
5.0;1955.0;3.0;3.0;1763.0;1779.0;1.0;3.0;2.0;20.0
5.0;1962.0;3.0;3.0;1040.0;1040.0;1.0;3.0;1.0;40.0
6.0;1978.0;3.0;4.0;940.0;1026.0;1.0;3.0;2.0;36.0
6.0;1994.0;3.0;4.0;702.0;1481.0;2.0;3.0;2.0;30.0
7.0;1976.0;3.0;4.0;1090.0;1370.0;2.0;3.0;2.0;35.0
6.0;1968.0;3.0;3.0;1054.0;2654.0;2.0;4.0;2.0;42.0
7.0;1918.0;4.0;3.0;912.0;1426.0;1.0;4.0;1.0;56.0
5.0;1965.0;3.0;3.0;1039.0;1039.0;1.0;3.0;2.0;20.0
6.0;1984.0;3.0;4.0;1040.0;1097.0;2.0;3.0;2.0;30.0
5.0;1959.0;3.0;3.0;1148.0;1148.0;1.0;3.0;1.0;25.0
7.0;2007.0;4.0;5.0;1372.0;1372.0;2.0;4.0;2.0;35.0
5.0;1970.0;3.0;3.0;1002.0;1002.0;1.0;3.0;2.0;30.0
8.0;2006.0;4.0;4.0;1638.0;1646.0;2.0;4.0;3.0;40.0
4.0;1961.0;3.0;3.0;1040.0;1120.0;1.0;2.0;2.0;20.0
5.0;1948.0;3.0;0.0;0.0;2320.0;2.0;3.0;2.0;30.0
7.0;1993.0;4.0;4.0;1050.0;1949.0;2.0;4.0;2.0;35.0
5.0;1962.0;3.0;3.0;894.0;894.0;1.0;3.0;1.0;25.0
6.0;1998.0;3.0;4.0;804.0;1682.0;2.0;4.0;2.0;30.0
5.0;1953.0;4.0;3.0;105.0;910.0;1.0;4.0;2.0;35.0
5.0;1949.0;4.0;3.0;832.0;1268.0;1.0;3.0;1.0;35.0
5.0;1941.0;3.0;3.0;676.0;1131.0;1.0;3.0;1.0;30.0
8.0;2007.0;4.0;4.0;1184.0;2610.0;2.0;5.0;2.0;40.0
4.0;1963.0;3.0;3.0;1064.0;1040.0;1.0;3.0;2.0;20.0
9.0;2004.0;4.0;5.0;1462.0;2224.0;2.0;5.0;3.0;45.0
5.0;1961.0;3.0;3.0;1109.0;1155.0;1.0;4.0;2.0;35.0
5.0;1978.0;4.0;3.0;864.0;864.0;1.0;3.0;1.0;40.0
5.0;2005.0;3.0;5.0;1090.0;1090.0;1.0;3.0;2.0;25.0
7.0;1990.0;4.0;4.0;1156.0;1717.0;2.0;4.0;2.0;35.0
6.0;1992.0;3.0;4.0;808.0;1593.0;2.0;3.0;2.0;30.0
4.0;1912.0;4.0;3.0;795.0;2230.0;1.0;3.0;1.0;20.0
5.0;1967.0;3.0;3.0;892.0;892.0;1.0;3.0;1.0;25.0
9.0;1999.0;4.0;5.0;1698.0;1709.0;2.0;4.0;2.0;45.0
5.0;1959.0;3.0;3.0;1626.0;1712.0;2.0;3.0;2.0;25.0
5.0;1955.0;3.0;3.0;816.0;1393.0;1.0;3.0;1.0;35.0
8.0;1970.0;4.0;3.0;2217.0;2217.0;2.0;4.0;2.0;48.0
6.0;1953.0;3.0;3.0;1505.0;1505.0;1.0;3.0;2.0;24.0
5.0;1949.0;3.0;3.0;672.0;924.0;1.0;3.0;2.0;35.0
6.0;1978.0;3.0;3.0;918.0;1683.0;2.0;3.0;2.0;30.0
6.0;1963.0;3.0;3.0;1059.0;1068.0;1.0;3.0;1.0;48.0
5.0;1954.0;3.0;4.0;1383.0;1383.0;1.0;3.0;1.0;25.0
5.0;1979.0;3.0;0.0;0.0;1535.0;2.0;3.0;2.0;25.0
6.0;1963.0;3.0;3.0;780.0;1796.0;1.0;3.0;2.0;30.0
4.0;1936.0;3.0;3.0;951.0;951.0;1.0;3.0;1.0;24.0
5.0;1979.0;3.0;0.0;0.0;2240.0;2.0;3.0;2.0;25.0
9.0;2009.0;5.0;5.0;2330.0;2364.0;2.0;5.0;3.0;45.0
5.0;1961.0;3.0;3.0;912.0;1236.0;1.0;3.0;1.0;35.0
4.0;1971.0;3.0;3.0;858.0;858.0;1.0;3.0;1.0;24.0
5.0;1957.0;3.0;3.0;992.0;1306.0;1.0;3.0;1.0;35.0
7.0;2003.0;4.0;4.0;783.0;1509.0;2.0;4.0;2.0;35.0
7.0;2006.0;4.0;4.0;1670.0;1670.0;2.0;4.0;3.0;35.0
5.0;1967.0;3.0;3.0;876.0;902.0;1.0;3.0;1.0;30.0
5.0;1954.0;3.0;3.0;1056.0;1063.0;1.0;3.0;1.0;25.0
8.0;2006.0;4.0;4.0;1623.0;1636.0;2.0;4.0;3.0;40.0
7.0;1936.0;4.0;4.0;1017.0;2057.0;1.0;4.0;1.0;49.0
5.0;1983.0;3.0;4.0;864.0;902.0;1.0;3.0;2.0;25.0
6.0;2005.0;4.0;4.0;742.0;1484.0;2.0;4.0;2.0;30.0
5.0;1960.0;3.0;3.0;1105.0;2274.0;2.0;3.0;2.0;25.0
5.0;1977.0;3.0;4.0;1268.0;1268.0;1.0;4.0;1.0;35.0
5.0;1925.0;3.0;3.0;768.0;1015.0;1.0;3.0;1.0;35.0
5.0;1949.0;3.0;3.0;1001.0;2002.0;2.0;3.0;3.0;30.0
6.0;2009.0;4.0;4.0;612.0;1224.0;2.0;4.0;2.0;30.0
4.0;1970.0;3.0;3.0;546.0;1092.0;1.0;3.0;1.0;20.0
2.0;1949.0;3.0;3.0;480.0;480.0;0.0;3.0;1.0;6.0
4.0;1956.0;3.0;3.0;1134.0;1229.0;1.0;3.0;1.0;24.0
7.0;1991.0;4.0;5.0;1104.0;2127.0;2.0;4.0;3.0;35.0
6.0;1958.0;5.0;4.0;1184.0;1414.0;1.0;3.0;2.0;48.0
6.0;1994.0;4.0;4.0;928.0;1721.0;2.0;4.0;2.0;30.0
5.0;1900.0;3.0;3.0;1272.0;2200.0;2.0;3.0;0.0;35.0
6.0;2005.0;4.0;4.0;1316.0;1316.0;2.0;4.0;2.0;30.0
6.0;1993.0;4.0;4.0;1604.0;1617.0;2.0;4.0;2.0;30.0
6.0;1980.0;3.0;4.0;1686.0;1686.0;2.0;3.0;2.0;36.0
5.0;1977.0;3.0;4.0;1126.0;1126.0;2.0;5.0;2.0;30.0
8.0;2003.0;4.0;4.0;1181.0;2374.0;2.0;5.0;3.0;40.0
7.0;1968.0;3.0;3.0;832.0;1978.0;2.0;3.0;2.0;35.0
8.0;2001.0;4.0;4.0;1753.0;1788.0;2.0;5.0;2.0;40.0
7.0;1997.0;3.0;4.0;964.0;2236.0;2.0;4.0;2.0;35.0
8.0;2007.0;4.0;4.0;1466.0;1466.0;2.0;4.0;3.0;40.0
5.0;1965.0;3.0;3.0;925.0;925.0;1.0;3.0;1.0;30.0
9.0;2006.0;5.0;5.0;1905.0;1905.0;2.0;5.0;3.0;45.0
7.0;2004.0;4.0;4.0;1500.0;1500.0;2.0;4.0;2.0;35.0
7.0;1960.0;3.0;4.0;585.0;2069.0;2.0;4.0;2.0;49.0
4.0;1926.0;3.0;2.0;600.0;747.0;1.0;3.0;2.0;20.0
7.0;2003.0;4.0;4.0;1176.0;1200.0;2.0;4.0;2.0;35.0
7.0;2005.0;4.0;4.0;1113.0;1971.0;2.0;4.0;2.0;35.0
7.0;2006.0;4.0;4.0;1391.0;1962.0;2.0;4.0;3.0;35.0
7.0;1940.0;3.0;3.0;1032.0;2403.0;2.0;3.0;1.0;49.0
6.0;1976.0;3.0;3.0;1728.0;1728.0;2.0;3.0;2.0;30.0
7.0;1999.0;4.0;4.0;992.0;2060.0;2.0;4.0;2.0;35.0
4.0;1977.0;3.0;4.0;1440.0;1440.0;2.0;3.0;0.0;12.0
5.0;1967.0;3.0;3.0;1632.0;1632.0;2.0;3.0;2.0;20.0
6.0;1958.0;3.0;3.0;819.0;1344.0;1.0;4.0;2.0;36.0
5.0;1890.0;3.0;3.0;1088.0;1869.0;1.0;3.0;2.0;30.0
5.0;1959.0;3.0;3.0;1144.0;1144.0;1.0;3.0;1.0;30.0
8.0;2002.0;4.0;4.0;1616.0;1629.0;2.0;4.0;3.0;40.0
7.0;2002.0;4.0;4.0;936.0;1776.0;2.0;4.0;2.0;35.0
6.0;1972.0;3.0;3.0;1161.0;1381.0;1.0;4.0;2.0;42.0
5.0;1950.0;3.0;3.0;864.0;864.0;1.0;4.0;2.0;40.0
5.0;1965.0;3.0;3.0;828.0;965.0;1.0;3.0;1.0;25.0
5.0;1972.0;3.0;4.0;768.0;768.0;1.0;3.0;1.0;40.0
5.0;1969.0;3.0;3.0;784.0;1968.0;2.0;3.0;2.0;20.0
6.0;1975.0;3.0;4.0;945.0;980.0;2.0;3.0;0.0;30.0
6.0;1946.0;3.0;4.0;979.0;1958.0;2.0;3.0;2.0;36.0
6.0;1980.0;3.0;4.0;561.0;1229.0;1.0;3.0;2.0;36.0
5.0;1962.0;3.0;3.0;1057.0;1057.0;1.0;3.0;2.0;25.0
7.0;2003.0;4.0;4.0;1337.0;1337.0;2.0;4.0;2.0;35.0
7.0;1999.0;4.0;4.0;696.0;1416.0;2.0;4.0;2.0;35.0
5.0;1958.0;3.0;3.0;858.0;858.0;1.0;3.0;0.0;35.0
6.0;1977.0;3.0;4.0;1330.0;2872.0;2.0;3.0;2.0;42.0
6.0;1976.0;3.0;4.0;804.0;1548.0;2.0;4.0;2.0;36.0
9.0;2007.0;4.0;5.0;1800.0;1800.0;2.0;5.0;2.0;45.0
7.0;2002.0;4.0;4.0;817.0;1894.0;2.0;4.0;2.0;35.0
6.0;2005.0;4.0;4.0;783.0;1484.0;2.0;4.0;2.0;30.0
5.0;1940.0;4.0;3.0;728.0;1308.0;1.0;3.0;1.0;35.0
5.0;1955.0;3.0;3.0;1098.0;1098.0;1.0;3.0;1.0;35.0
3.0;1910.0;3.0;3.0;600.0;968.0;1.0;3.0;0.0;18.0
6.0;1958.0;3.0;3.0;588.0;1095.0;1.0;3.0;1.0;30.0
4.0;1949.0;3.0;3.0;720.0;1192.0;1.0;3.0;0.0;16.0
7.0;2003.0;4.0;4.0;764.0;1626.0;2.0;4.0;2.0;35.0
6.0;1979.0;3.0;4.0;918.0;918.0;2.0;3.0;1.0;30.0
7.0;2007.0;4.0;4.0;1428.0;1428.0;2.0;4.0;2.0;35.0
7.0;1910.0;3.0;4.0;728.0;2019.0;1.0;4.0;2.0;56.0
7.0;2000.0;4.0;4.0;673.0;1382.0;2.0;4.0;2.0;35.0
4.0;1923.0;3.0;4.0;440.0;869.0;1.0;2.0;0.0;28.0
7.0;2006.0;4.0;4.0;1241.0;1241.0;1.0;4.0;2.0;35.0
4.0;1954.0;3.0;3.0;894.0;894.0;1.0;3.0;2.0;20.0
5.0;1963.0;3.0;3.0;1121.0;1121.0;1.0;3.0;2.0;30.0
7.0;1961.0;5.0;3.0;944.0;999.0;1.0;5.0;2.0;63.0
8.0;1998.0;4.0;4.0;1225.0;2612.0;2.0;4.0;3.0;40.0
7.0;2007.0;4.0;4.0;1266.0;1266.0;2.0;4.0;2.0;35.0
8.0;2002.0;4.0;4.0;1128.0;2290.0;2.0;4.0;2.0;40.0
5.0;1977.0;3.0;0.0;0.0;1734.0;2.0;4.0;2.0;25.0
